-0.040	1.022	0.183
-0.060	1.163	0.255
-0.159	1.363	0.300
-0.320	1.411	0.413
-0.259	1.153	0.368
-0.047	0.981	0.228
0.077	0.971	0.202
0.104	0.964	0.315
-0.002	0.740	0.541
-0.115	0.593	0.533
-0.265	0.572	0.499
-0.440	0.754	0.484
-0.474	0.912	0.465
-0.464	0.964	0.356
-0.272	1.026	0.266
-0.170	1.036	0.194
-0.149	1.009	0.206
-0.187	1.002	0.292
-0.201	0.974	0.300
-0.214	0.905	0.270
-0.221	0.864	0.240
-0.259	0.861	0.288
-0.272	0.881	0.307
-0.242	0.864	0.281
-0.201	0.861	0.262
-0.170	0.885	0.228
-0.163	0.912	0.209
-0.190	0.926	0.202
-0.245	0.933	0.228
-0.286	0.905	0.202
-0.296	0.923	0.236
-0.310	0.998	0.288
-0.354	0.971	0.292
-0.341	0.947	0.240
-0.320	1.005	0.209
-0.207	1.235	0.352
0.073	1.397	0.488
0.412	1.452	0.537
0.090	0.892	0.307
-0.300	0.703	0.424
-0.717	0.624	0.740
-0.662	0.544	0.688
-0.430	0.606	0.499
-0.129	0.696	0.360
0.114	0.964	0.296
0.193	1.167	0.307
0.032	0.943	0.341
-0.163	0.751	0.465
-0.228	0.758	0.492
-0.252	0.778	0.480
-0.231	0.809	0.420
-0.204	0.854	0.390
-0.122	0.947	0.341
-0.019	1.026	0.285
0.049	1.012	0.258
0.035	0.974	0.213
-0.057	0.967	0.281
-0.091	0.978	0.337
-0.105	0.916	0.273
-0.098	0.857	0.202
-0.088	0.847	0.168
-0.091	0.857	0.194
-0.077	0.854	0.209
-0.057	0.909	0.224
-0.101	1.019	0.322
-0.132	1.043	0.281
-0.047	0.998	0.183
0.022	1.170	0.191
-0.204	1.514	0.409
-0.512	1.566	0.650
-0.515	0.957	0.511
-0.142	0.620	0.364
0.193	0.675	0.288
0.497	0.651	0.394
0.172	0.562	0.469
-0.279	0.720	0.567
-0.587	1.026	0.526
-0.525	1.064	0.469
-0.399	0.813	0.270
-0.324	0.830	0.183
-0.242	0.978	0.247
-0.153	1.040	0.307
-0.081	0.998	0.296
-0.115	0.940	0.232
-0.235	0.919	0.240
-0.296	0.926	0.262
-0.317	0.902	0.277
-0.276	0.864	0.247
-0.201	0.885	0.224
-0.112	0.899	0.183
-0.101	0.940	0.183
-0.156	0.940	0.217
-0.231	0.892	0.228
-0.276	0.899	0.236
-0.296	0.936	0.255
-0.307	0.960	0.251
-0.300	0.995	0.221
-0.221	1.122	0.315
0.025	1.387	0.473
0.439	1.497	0.552
0.357	1.115	0.349
-0.307	0.723	0.379
-0.806	0.603	0.706
-0.772	0.575	0.744
-0.419	0.723	0.496
-0.074	0.809	0.322
0.114	0.936	0.243
0.230	1.136	0.224
0.022	0.967	0.262
-0.142	0.823	0.368
-0.235	0.782	0.488
-0.235	0.789	0.424
-0.201	0.840	0.383
-0.166	0.960	0.345
-0.173	1.012	0.281
-0.142	0.971	0.247
-0.108	0.960	0.187
-0.094	0.899	0.198
-0.077	0.885	0.236
-0.129	0.895	0.209
-0.197	0.871	0.236
-0.224	0.809	0.247
-0.190	0.809	0.243
-0.118	0.826	0.217
-0.098	0.895	0.243
-0.149	0.943	0.300
-0.136	0.981	0.198
-0.094	1.177	0.209
-0.173	1.617	0.334
-0.587	1.658	0.759
-0.570	1.033	0.676
-0.190	0.507	0.439
0.203	0.489	0.337
0.470	0.596	0.390
0.128	0.593	0.383
-0.433	0.954	0.669
-0.590	1.095	0.533
-0.570	0.981	0.409
-0.460	0.806	0.285
-0.368	0.909	0.277
-0.166	1.053	0.319
-0.071	0.974	0.285
-0.053	0.943	0.277
-0.122	0.892	0.330
-0.197	0.854	0.322
-0.235	0.861	0.281
-0.180	0.861	0.255
-0.159	0.871	0.240
-0.159	0.830	0.194
-0.187	0.789	0.176
-0.218	0.840	0.191
-0.235	1.002	0.277
-0.218	1.112	0.304
-0.115	1.009	0.258
0.008	0.988	0.119
0.025	1.095	0.142
-0.016	1.311	0.258
0.183	1.425	0.371
0.111	1.239	0.322
-0.409	0.892	0.571
-0.714	0.637	0.785
-0.584	0.620	0.680
-0.327	0.734	0.465
-0.125	0.795	0.322
-0.012	0.881	0.285
0.094	1.022	0.345
0.049	0.960	0.390
-0.067	0.837	0.356
-0.142	0.799	0.337
-0.177	0.840	0.368
-0.211	0.881	0.386
-0.170	1.015	0.364
-0.159	1.009	0.315
-0.139	0.960	0.285
-0.105	0.888	0.240
-0.053	0.813	0.258
-0.033	0.785	0.273
-0.019	0.820	0.255
-0.057	0.895	0.187
-0.112	0.895	0.198
-0.146	0.926	0.202
-0.159	0.954	0.213
-0.163	1.002	0.251
-0.180	1.060	0.270
-0.197	1.009	0.213
-0.108	0.974	0.172
0.022	1.074	0.127
0.005	1.349	0.202
-0.242	1.614	0.484
-0.594	1.356	0.627
-0.457	0.737	0.465
-0.142	0.555	0.371
0.265	0.596	0.447
0.378	0.524	0.480
-0.016	0.620	0.488
-0.389	0.940	0.586
-0.450	1.115	0.499
-0.464	0.974	0.435
-0.358	0.857	0.352
-0.248	0.905	0.315
-0.163	0.933	0.394
-0.009	0.875	0.439
-0.019	0.771	0.420
-0.156	0.795	0.379
-0.242	0.905	0.356
-0.235	0.954	0.315
-0.214	0.943	0.258
-0.190	0.947	0.221
-0.159	0.957	0.213
-0.136	0.967	0.228
-0.105	0.930	0.202
-0.088	0.850	0.198
-0.105	0.840	0.236
-0.153	0.881	0.296
-0.204	0.974	0.292
-0.156	1.046	0.255
-0.115	1.101	0.232
-0.002	1.232	0.277
0.282	1.370	0.413
0.326	1.205	0.390
-0.156	0.709	0.526
-0.628	0.493	0.695
-0.611	0.603	0.642
-0.389	0.758	0.590
-0.153	0.936	0.386
-0.081	0.988	0.311
0.015	1.053	0.364
-0.009	0.981	0.383
-0.105	0.854	0.375
-0.156	0.778	0.394
-0.142	0.816	0.398
-0.149	0.854	0.371
-0.159	0.936	0.360
-0.115	0.930	0.371
-0.067	0.974	0.273
-0.098	0.919	0.247
-0.108	0.847	0.270
-0.105	0.844	0.273
-0.091	0.857	0.255
-0.115	0.899	0.236
-0.139	0.943	0.194
-0.163	0.926	0.209
-0.187	0.899	0.221
-0.170	0.912	0.240
-0.118	0.943	0.243
-0.132	0.947	0.273
-0.101	0.974	0.217
-0.033	1.170	0.206
-0.088	1.521	0.304
-0.392	1.651	0.605
-0.580	1.208	0.631
-0.296	0.668	0.424
0.032	0.544	0.288
0.378	0.641	0.368
0.268	0.586	0.496
-0.197	0.641	0.635
-0.570	0.909	0.601
-0.536	0.991	0.488
-0.419	0.854	0.383
-0.296	0.837	0.255
-0.177	1.009	0.262
-0.091	1.036	0.285
-0.067	0.930	0.266
-0.149	0.926	0.266
-0.204	0.943	0.273
-0.262	0.916	0.285
-0.265	0.861	0.266
-0.218	0.823	0.221
-0.194	0.844	0.179
-0.166	0.881	0.179
-0.146	0.919	0.164
-0.129	0.950	0.179
-0.129	0.988	0.209
-0.156	1.064	0.236
-0.149	1.077	0.232
-0.139	1.060	0.157
-0.245	1.074	0.176
-0.238	1.150	0.266
0.053	1.294	0.439
0.374	1.294	0.477
0.118	0.868	0.352
-0.433	0.565	0.537
-0.700	0.459	0.733
-0.474	0.603	0.586
-0.125	0.792	0.432
0.138	1.060	0.300
0.179	1.180	0.247
0.012	1.143	0.273
-0.201	0.978	0.326
