-0.016	-0.171	-0.890
0.039	-0.136	-0.864
0.059	-0.116	-0.852
0.059	-0.067	-0.890
0.053	-0.057	-0.969
-0.006	-0.088	-1.056
-0.118	-0.095	-1.097
-0.259	-0.105	-1.176
-0.385	-0.112	-1.225
-0.413	-0.085	-1.180
-0.368	-0.006	-1.071
-0.296	0.029	-1.010
-0.190	0.043	-0.984
-0.122	0.012	-0.905
-0.094	-0.037	-0.826
-0.047	-0.140	-0.747
-0.012	-0.198	-0.743
0.008	-0.195	-0.762
-0.009	-0.150	-0.807
-0.067	-0.116	-0.811
-0.088	-0.085	-0.837
-0.112	-0.067	-0.924
-0.105	-0.088	-0.995
-0.071	-0.057	-1.014
-0.047	-0.009	-0.973
0.035	0.043	-0.984
0.121	0.067	-1.048
0.145	0.101	-1.067
0.097	0.139	-1.018
0.066	0.153	-0.980
0.053	0.122	-0.969
0.046	0.060	-1.018
0.039	0.022	-1.056
0.025	0.032	-1.078
0.025	0.053	-1.044
0.039	0.073	-0.992
0.032	0.087	-0.920
0.005	0.094	-0.886
-0.029	0.073	-0.879
-0.064	0.049	-0.864
-0.060	0.015	-0.860
-0.040	0.001	-0.867
-0.002	-0.002	-0.909
0.056	-0.002	-0.950
0.094	-0.009	-0.954
0.097	-0.009	-0.924
0.066	-0.016	-0.848
0.039	-0.012	-0.803
0.001	-0.002	-0.784
-0.023	0.018	-0.826
-0.029	0.029	-0.879
-0.019	0.029	-0.920
-0.009	0.043	-0.950
-0.002	0.060	-0.920
-0.016	0.087	-0.837
-0.071	0.118	-0.788
-0.115	0.146	-0.796
-0.146	0.183	-0.890
-0.146	0.221	-1.018
-0.139	0.259	-1.078
-0.142	0.290	-1.040
-0.108	0.294	-0.961
-0.108	0.269	-0.912
-0.088	0.225	-0.935
-0.071	0.190	-0.954
-0.057	0.166	-0.988
-0.064	0.159	-0.995
-0.074	0.170	-1.014
-0.098	0.170	-1.071
-0.108	0.180	-1.089
-0.105	0.197	-1.120
-0.077	0.208	-1.135
-0.029	0.242	-1.138
-0.002	0.232	-1.116
0.008	0.159	-1.010
0.001	0.053	-0.928
-0.002	-0.030	-0.882
0.015	-0.088	-0.928
0.035	-0.088	-1.056
0.029	-0.078	-1.168
0.005	-0.067	-1.240
-0.040	-0.078	-1.221
-0.077	-0.074	-1.221
-0.129	-0.037	-1.202
-0.132	0.142	-1.195
-0.033	0.531	-1.131
-0.091	0.857	-1.312
-0.081	0.930	-1.609
-0.077	0.747	-1.432
-0.060	0.321	-1.101
-0.115	0.015	-0.901
-0.153	-0.143	-0.800
-0.211	-0.425	-0.638
-0.269	-0.738	-0.672
-0.310	-0.958	-0.724
-0.262	-0.655	-0.641
-0.043	0.001	-0.510
0.138	0.617	-0.687
0.271	1.012	-0.980
0.224	0.675	-0.995
0.046	0.321	-0.837
-0.118	0.022	-0.803
-0.183	0.022	-0.920
-0.211	0.163	-0.924
-0.269	0.355	-0.822
-0.303	0.400	-0.815
-0.276	0.338	-0.815
-0.211	0.266	-0.841
-0.129	0.221	-0.894
-0.091	0.228	-0.897
-0.067	0.256	-0.894
-0.064	0.273	-0.867
-0.108	0.259	-0.841
-0.173	0.252	-0.879
-0.224	0.259	-0.954
-0.228	0.263	-0.946
-0.228	0.300	-0.901
-0.211	0.294	-0.852
