-0.033	0.063	-1.003
-0.043	0.142	-1.018
-0.074	0.197	-1.014
-0.019	0.180	-1.022
0.118	0.180	-0.935
0.265	0.170	-0.939
0.292	0.122	-0.969
0.234	0.067	-0.973
0.142	0.022	-1.048
0.066	0.043	-1.071
0.053	0.077	-1.033
0.022	0.115	-1.022
0.053	0.118	-1.033
0.080	0.125	-1.048
0.114	0.142	-1.037
0.179	0.156	-1.059
0.186	0.177	-1.063
0.186	0.159	-1.052
0.189	0.080	-1.025
0.183	0.015	-0.958
0.183	-0.016	-0.864
0.196	-0.012	-0.845
0.172	0.001	-0.856
0.124	-0.006	-0.886
0.087	0.012	-0.905
0.083	0.039	-0.882
0.097	0.053	-0.924
0.114	0.063	-0.946
0.121	0.029	-0.950
0.114	-0.019	-0.935
0.097	-0.037	-0.886
0.111	-0.019	-0.890
0.090	-0.009	-0.867
0.066	-0.023	-0.935
0.053	-0.050	-1.007
0.056	-0.050	-1.040
0.097	-0.026	-1.037
0.135	0.001	-1.022
0.169	0.036	-1.003
0.200	0.036	-1.052
0.186	0.043	-1.040
0.183	0.032	-1.025
0.203	0.025	-1.025
0.213	0.008	-1.022
0.206	-0.006	-0.995
0.186	-0.016	-0.946
0.159	-0.030	-0.916
0.121	-0.043	-0.931
0.097	-0.040	-0.954
0.080	-0.037	-0.969
0.049	-0.009	-0.969
-0.029	0.015	-0.905
-0.084	0.053	-0.860
-0.112	0.018	-0.909
-0.084	-0.033	-0.924
-0.023	-0.047	-0.928
0.083	-0.050	-0.969
0.213	-0.006	-0.973
0.313	0.036	-0.965
0.374	0.056	-0.973
0.326	0.015	-0.946
0.271	-0.019	-0.920
0.196	-0.061	-0.920
0.172	-0.092	-0.980
0.159	-0.088	-1.033
0.128	-0.061	-1.037
0.080	-0.016	-0.946
0.042	0.018	-0.901
-0.006	0.060	-0.946
-0.060	0.087	-1.022
-0.115	0.132	-1.029
-0.149	0.166	-1.048
-0.180	0.183	-1.093
-0.163	0.166	-1.093
-0.112	0.122	-1.078
-0.071	0.080	-1.101
-0.016	0.056	-1.116
0.073	0.043	-1.138
0.107	0.025	-1.089
0.077	0.012	-1.108
0.022	-0.023	-1.146
-0.023	-0.047	-1.112
-0.047	-0.030	-1.044
-0.060	-0.016	-0.965
-0.074	0.001	-0.965
-0.105	0.012	-0.958
-0.149	0.015	-0.950
-0.170	0.029	-0.943
-0.190	0.036	-0.897
-0.207	0.012	-0.875
-0.173	-0.026	-0.905
-0.105	-0.054	-0.976
0.015	-0.071	-1.052
0.097	-0.071	-1.078
0.121	-0.074	-1.086
0.121	-0.067	-1.104
0.111	-0.050	-1.165
0.077	0.001	-1.116
0.018	0.056	-1.033
-0.053	0.094	-0.984
-0.118	0.094	-1.007
-0.252	0.111	-1.040
-0.399	0.063	-1.131
-0.488	0.022	-1.142
-0.491	-0.002	-1.029
-0.385	-0.047	-1.037
-0.255	-0.074	-1.161
-0.118	-0.102	-1.327
-0.047	-0.122	-1.421
-0.012	-0.102	-1.293
-0.006	-0.047	-1.116
-0.057	0.125	-1.007
-0.108	0.269	-1.018
-0.183	0.428	-0.950
-0.375	0.462	-0.852
-0.495	0.410	-0.818
-0.604	0.307	-0.837
-0.638	0.163	-0.818
-0.652	0.029	-0.766
-0.580	-0.081	-0.769
-0.354	-0.122	-0.792
-0.153	-0.067	-0.837
0.070	0.142	-0.830
0.100	0.263	-0.864
0.070	0.249	-0.882
-0.101	0.183	-0.897
-0.317	0.153	-0.905
-0.454	0.104	-0.909
-0.440	0.122	-0.875
-0.361	0.183	-0.867
-0.283	0.197	-0.912
-0.132	0.228	-0.988
0.001	0.211	-1.003
0.090	0.232	-0.999
0.138	0.204	-1.025
0.063	0.139	-0.965
-0.057	0.159	-0.890
-0.190	0.187	-0.822
-0.235	0.190	-0.837
-0.272	0.204	-0.811
-0.337	0.146	-0.894
-0.310	0.142	-0.943
-0.214	0.338	-0.980
-0.047	0.520	-0.976
0.053	0.397	-0.984
0.077	0.304	-0.980
0.114	0.245	-0.999
0.128	0.297	-0.980
0.066	0.369	-0.946
0.012	0.386	-0.950
-0.006	0.483	-0.928
-0.091	0.479	-0.946
-0.190	0.366	-0.961
-0.204	0.311	-0.905
-0.187	0.331	-0.894
-0.173	0.324	-0.954
-0.084	0.428	-0.992
-0.002	0.514	-1.025
0.032	0.531	-1.025
0.032	0.500	-0.999
0.025	0.445	-0.954
0.018	0.359	-0.946
-0.019	0.283	-0.965
-0.047	0.297	-0.931
-0.112	0.383	-0.912
-0.163	0.428	-0.943
-0.156	0.438	-0.958
-0.108	0.441	-0.897
